Feature.ID	baseMean	log2(brain/UHR)	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
NPHP3	61.9859306223196	-0.151326379817186	-0.491664746107972	0.622956364183185	0.714881513000274	76	82	51	46	63.91	66.55	63.55	53.94
NPHP4	183.273043207858	-0.497272106375806	-2.65596332955995	0.00790822133814986	0.0147336127614385	256	264	110	142	215.27	214.25	137.07	166.5
NPHS1	3.77033332789945	1.22143425298847	1.08568285663283	0.277619327856875	0.374132118632198	1	4	6	3	0.84	3.25	7.48	3.52
NPIP	4.76970767937604	1.08074207403249	1.07010831540872	0.284570556619398	0.382443205313988	2	5	6	5	1.68	4.06	7.48	5.86
NPIPL3	6.82795725318135	-0.0659305881638811	-0.0766880252315101	0.938871730966978	0.970715190045323	6	11	6	5	5.05	8.93	7.48	5.86
NPL	17.5343248951653	0.488480186183617	0.864140665868668	0.387510621986701	0.496512666807963	21	14	17	17	17.66	11.36	21.18	19.93
NPLOC4	1077.04474952042	-0.406884594071789	-4.89221993408393	9.97049372140022e-07	2.76995372525887e-06	1477	1496	742	791	1242	1214.11	924.61	927.46
NPM1	406.630741183765	-2.2987524532226	-15.746920171587	7.2108631648527e-56	8.91840306383798e-55	799	839	103	124	671.88	680.91	128.35	145.39
NPM2	108.074988406015	3.52535586351995	11.6023421320963	4.00952426651027e-31	2.97345694337459e-30	21	20	156	174	17.66	16.23	194.39	204.02
NPM3	132.708622044747	-2.48477597012767	-9.79337704348601	1.20212367612622e-22	7.07731246278952e-22	272	274	32	34	228.72	222.37	39.88	39.87
NPNT	42.5770220464907	-0.673122466610475	-1.79621472784185	0.0724603732925428	0.1133597516877	61	66	29	25	51.29	53.56	36.14	29.31
NPPA	9.74217403673558	1.03608302959217	1.39455616085715	0.163149722781131	0.234824003234162	9	6	10	12	7.57	4.87	12.46	14.07
NPPB	6.80470896288449	-1.99651404554443	-2.05782138485359	0.0396072824698599	0.0653377614380083	16	11	2	2	13.45	8.93	2.49	2.35
NPPC	11.8527102662921	1.82643124651555	2.57553918435149	0.0100083932336967	0.0183551538846296	5	7	16	15	4.2	5.68	19.94	17.59
NPR1	83.7679199772143	-2.1697300512418	-7.06620059573342	1.5923319194932e-12	6.31554165400325e-12	161	172	20	30	135.38	139.59	24.92	35.18
NPR2	163.761844995782	1.46055796754041	7.24094471995534	4.45570003748369e-13	1.81607726833115e-12	98	113	178	221	82.41	91.71	221.81	259.13
NPR3	7.7138464801674	-1.87247311946393	-2.06855809721884	0.0385875734955541	0.0637606691306837	17	13	2	3	14.3	10.55	2.49	3.52
NPRL2	173.318929498965	0.356784130512886	1.90025911923936	0.0573991233616752	0.0918366662112697	173	195	163	159	145.48	158.26	203.11	186.43
NPRL3	526.894862477713	-0.389567504512923	-3.4716835986461	0.000517205528348892	0.00111684454083921	718	729	366	389	603.76	591.63	456.07	456.11
NPSR1	1.81425304421921	0.725116586520579	0.525639965438923	0.599138383143025	0.691302336779487	2	1	1	3	1.68	0.81	1.25	3.52
NPTN	930.948466761575	2.24642689044956	23.753251695566	1.016934901951e-124	2.91327344953493e-123	382	402	1222	1325	321.22	326.25	1522.74	1553.58
NPTX1	3426.47608999848	2.96396659840944	47.2392508356093	0	0	921	963	4800	5261	774.47	781.54	5981.29	6168.61
NPTX2	280.756245053944	2.44605492303779	14.8092412743139	1.27673292321946e-49	1.40706915790734e-48	106	104	379	407	89.14	84.4	472.27	477.21
NPTXR	1891.93025734347	3.56152752246268	42.477506524006	0	0	373	341	2800	2975	313.65	276.74	3489.09	3488.24
NPW	28.4627852874639	-2.97653899230893	-5.03753219713339	4.71572255086825e-07	1.34365599704338e-06	71	52	3	7	59.7	42.2	3.74	8.21
NPY	48.6567559104437	4.85356493891926	8.01253209687222	1.12370497664045e-15	5.10877535029986e-15	5	2	80	76	4.2	1.62	99.69	89.11
NPY1R	19.1029690873107	1.02871704015998	1.86165423508163	0.0626518432779027	0.0995458873064036	16	14	16	27	13.45	11.36	19.94	31.66
NPY2R	7.04592024076849	3.49145756499656	3.0962441563653	0.00195988910448842	0.00395554488547254	1	1	10	12	0.84	0.81	12.46	14.07
NPY5R	3.72951826883693	2.50217709728235	2.01833818027803	0.0435560529310599	0.0712585567089208	1	1	5	6	0.84	0.81	6.23	7.04
NPY6R	3.24887293987409	0.28615488555143	0.250219375368832	0.802417702366104	0.866215852358438	2	5	3	3	1.68	4.06	3.74	3.52
NQO1	543.671386707378	-3.63991455492265	-22.9765599982123	7.99766765077679e-117	2.10708634422543e-115	1218	1220	60	73	1024.21	990.11	74.77	85.59
NQO2	244.009845294179	-0.278955552582712	-1.75379153090675	0.0794662347734744	0.123195331529016	317	331	175	190	266.56	268.63	218.07	222.78
NR0B1	10.5021682233238	-1.44585388043973	-1.87020468174991	0.0614553998346284	0.0978082844422943	16	22	2	7	13.45	17.85	2.49	8.21
NR0B2	37.9953454142251	-5.44017602436894	-5.53673384136929	3.08164308717932e-08	9.54551617070916e-08	91	90	1	1	76.52	73.04	1.25	1.17
NR1D1	674.527678365322	2.28541023500421	20.6292299143958	1.50020053691343e-94	3.13591369375464e-93	285	270	874	981	239.66	219.12	1089.09	1150.24
NR1D2	334.161082156661	1.98019988852996	12.6152905864279	1.73914969088256e-36	1.45671974548516e-35	139	188	401	484	116.88	152.57	499.69	567.5
NR1H2	585.412512161902	0.68217293151463	6.40233748326091	1.53015969297969e-10	5.46037578521261e-10	538	550	583	611	452.4	446.36	726.48	716.41
NR1H3	79.8509435696486	-0.706201211606892	-2.53489002306713	0.0112482633401377	0.0204437669841486	116	124	54	46	97.54	100.63	67.29	53.94
NR1H4	9.79451457867727	-2.98394777708381	-3.09506968418269	0.00196766662335832	0.00396955716507817	21	22	2	1	17.66	17.85	2.49	1.17
NR1I2	7.56453156766167	-1.54404856609398	-1.74596624994985	0.0808168166022291	0.125136140448319	12	16	2	4	10.09	12.99	2.49	4.69
NR1I3	4.09850958630488	1.7294787341585	1.54133067107682	0.12323632780787	0.183169356740218	1	3	3	8	0.84	2.43	3.74	9.38
NR2C1	95.1667792977017	-0.210443998983547	-0.83338259630683	0.404628986862925	0.515011882777288	132	115	70	76	111	93.33	87.23	89.11
NR2C2	491.798255491016	0.288268210094566	2.41185064416558	0.0158717818278749	0.0280363342722619	553	518	456	438	465.02	420.39	568.22	513.56
NR2C2AP	92.5299078957209	-1.16871309948959	-4.40524420327957	1.0566477355205e-05	2.68453040672928e-05	143	168	45	49	120.25	136.34	56.07	57.45
NR2E1	42.6077735795535	1.44264057473989	3.7472024391045	0.000178817768136807	0.00040575827096485	26	29	42	62	21.86	23.54	52.34	72.7
NR2E3	1.85866730108827	-0.793458596382759	-0.565178561195319	0.571952317286989	0.680994438101676	5	1	1	1	4.2	0.81	1.25	1.17
NR2F1	652.853612516975	1.43152879613933	13.1489707227595	1.7250667637086e-39	1.56481735714187e-38	408	447	720	860	343.09	362.77	897.19	1008.36
NR2F2	393.750029450352	-1.76397862223094	-12.7032747924382	5.67061976394585e-37	4.80902938697182e-36	719	755	144	152	604.6	612.73	179.44	178.22
NR2F6	625.779492492748	-0.840650052749642	-7.71956806987473	1.16724571601744e-14	5.09134327220448e-14	974	971	338	405	819.03	788.03	421.18	474.87
NR3C1	334.737303113495	0.237247806664863	1.73487614527672	0.0827627452416259	0.127847404579033	366	378	284	316	307.77	306.77	353.89	370.52
NR3C2	99.2663414670982	5.18209649732678	11.2314969464845	2.85598402894053e-29	2.00837442508343e-28	7	5	146	175	5.89	4.06	181.93	205.19
NR4A1	545.039144403983	-0.427440611595774	-3.8253045130512	0.000130610541599802	0.00030020223807533	754	760	360	410	634.04	616.79	448.6	480.73
NR4A2	125.582149761906	1.82938257862806	7.75062157031461	9.14438255161134e-15	4.00793651835832e-14	63	70	140	186	52.98	56.81	174.45	218.09
NR4A3	50.4962824367479	0.405554599674398	1.17290947240674	0.240832110565444	0.330896822451707	48	57	54	41	40.36	46.26	67.29	48.07
NR5A1	54.1525478085356	-4.46429898528887	-7.50048826628076	6.35805488739858e-14	2.68821782769717e-13	120	132	5	2	100.91	107.13	6.23	2.35
NR5A2	2.96336510074161	-0.997458069411029	-0.820086909855796	0.412166563999458	0.523554749943084	5	5	1	2	4.2	4.06	1.25	2.35
NR6A1	31.2565855811314	-2.71368101041978	-5.05404898660551	4.32540588597495e-07	1.23540346491014e-06	68	64	9	4	57.18	51.94	11.21	4.69
NRADDP	2.65888217238789	-0.216935004382335	-0.17778467195658	0.85889208558157	0.907204467318153	4	3	2	2	3.36	2.43	2.49	2.35
NRAP	2.20868352933497	1.65886954870069	1.22001974459142	0.222457390081393	0.308536964938262	1	1	2	4	0.84	0.81	2.49	4.69
NRARP	112.170275997847	-0.645336821996117	-2.7170597023493	0.00658647255197713	0.0124256551506207	159	173	62	83	133.7	140.4	77.26	97.32
NRAS	221.55469430612	-2.06291395347617	-10.8809591650153	1.420601876256e-27	9.5385417896723e-27	408	459	72	69	343.09	372.51	89.72	80.9
NRBF2	43.8606136122648	-0.211914656770518	-0.579235853452093	0.56243004173796	0.67413637390923	56	58	37	30	47.09	47.07	46.11	35.18
NRBP1	562.766184015899	-0.275942310958495	-2.53559361875247	0.0112256918616682	0.0204085931943661	729	764	402	441	613.01	620.04	500.93	517.08
NRBP2	740.531210948566	1.83589461330518	18.1983954684931	5.3141669052706e-74	8.66204651859961e-73	386	398	924	992	324.59	323	1151.4	1163.14
NRCAM	755.044405882204	3.59299040248281	29.2519275369153	4.24381689273204e-188	2.12436539298813e-186	134	145	1089	1222	112.68	117.68	1357.01	1432.81
NRD1	656.169063743237	-0.84420602157563	-7.812679382847	5.59848811886151e-15	2.47373846682889e-14	970	1073	353	425	815.67	870.81	439.87	498.32
NRF1	156.760898501512	0.086381487570512	0.423543600823706	0.671898694327511	0.759544598769711	194	174	115	153	163.13	141.21	143.3	179.39
NRG1	47.2765553849425	0.538449033268725	1.52686282146261	0.126795126200234	0.187930254837218	51	42	42	51	42.89	34.09	52.34	59.8
NRG2	101.377627833329	3.5831295667487	11.2552680636643	2.18161767697067e-29	1.54041319418471e-28	18	19	140	171	15.14	15.42	174.45	200.5
NRG3	66.4661822048862	6.00398771487462	8.2110873459559	2.19194353015202e-16	1.02672124675084e-15	3	1	110	107	2.52	0.81	137.07	125.46
NRG4	18.6027701142634	1.50154408475063	2.65071536687619	0.00803214998240181	0.0149425483584594	9	14	21	25	7.57	11.36	26.17	29.31
NRGN	4613.04663138373	6.43032129126693	61.3845850933695	0	0	111	144	7154	7955	93.34	116.87	8914.62	9327.37
NRIP1	191.951932373867	-0.0535932923254124	-0.296433633533148	0.766898943059843	0.841000890295945	216	258	149	163	181.63	209.38	185.67	191.12
NRIP2	195.155397763451	5.0407462365625	15.9108447438767	5.32895895118335e-57	6.74883203524698e-56	10	17	300	328	8.41	13.8	373.83	384.59
NRIP3	254.916486408126	2.7102660862275	14.8954994978625	3.52540102786818e-50	3.91935583589178e-49	69	94	352	381	58.02	76.29	438.63	446.73
NRK	25.0141518155682	2.11124357592024	4.03027948235856	5.57105727625246e-05	0.000132747903681416	14	8	28	40	11.77	6.49	34.89	46.9
NRL	14.3594126455542	0.7209271586203	1.15821653346209	0.246775682865505	0.337904336270346	12	14	11	19	10.09	11.36	13.71	22.28
NRM	126.528341136396	-3.33441739470473	-11.005972126023	3.57637713525301e-28	2.44272337044103e-27	279	279	23	14	234.61	226.43	28.66	16.42
NRN1	712.862622613687	1.8089975020668	17.2303127439894	1.57298570562111e-66	2.29458083530098e-65	372	394	851	988	312.81	319.76	1060.43	1158.45
NRN1L	14.8228287228919	1.73058473203956	2.71395445119704	0.00664853069546291	0.0125327867296696	7	9	21	17	5.89	7.3	26.17	19.93
NRP1	173.795945610636	-1.15711249642452	-5.91339266614395	3.35131945244965e-09	1.10771153126841e-08	279	303	81	97	234.61	245.91	100.93	113.73
NRP2	248.418115007819	-1.80983661305187	-10.449665240496	1.47043325832161e-25	9.39871688165111e-25	453	484	89	93	380.93	392.8	110.9	109.04
NRSN1	188.09130620656	7.48035246123067	10.5809560012869	3.65212608241945e-26	2.37750658247032e-25	3	1	284	337	2.52	0.81	353.89	395.14
NRSN2	924.973671869728	1.78095778477875	19.4540575731238	2.6925742652372e-84	4.95819435366332e-83	493	516	1144	1229	414.56	418.77	1425.54	1441.02
NRTN	21.5169389078754	-4.18073656978304	-4.76060956219519	1.93009120574362e-06	5.23590914370439e-06	45	55	1	2	37.84	44.64	1.25	2.35
NRXN1	656.590113643429	8.15059574757784	17.8389154555441	3.52470767281179e-71	5.50467892875417e-70	5	5	1018	1151	4.2	4.06	1268.53	1349.57
NRXN2	2866.62021129438	6.7018421943752	48.4778771982153	0	0	67	64	4462	4945	56.34	51.94	5560.11	5798.09
NRXN3	502.669533418383	8.05213985490885	15.838800601849	1.67994614492201e-56	2.107911317197e-55	4	4	784	876	3.36	3.25	976.94	1027.12
NR_028064	2.85013118698008	2.06526988989175	1.58802164232548	0.1122814453169	0.168519619127196	1	1	5	3	0.84	0.81	6.23	3.52
NR_030378	2.66592480567774	0.93591402087708	0.752427811541169	0.451793826752806	0.559834679987745	3	1	4	2	2.52	0.81	4.98	2.35
NR_033796	32.4568808201023	0.272984073366914	0.650725870086897	0.51522346029648	0.625875257791662	38	33	26	33	31.95	26.78	32.4	38.69
NR_033826	2.46676532550078	1.26166893487316	0.967633971645085	0.333227204788842	0.43648587587752	1	2	5	1	0.84	1.62	6.23	1.17
NR_033827	6.54676068182712	-1.94278079251974	-1.97731484737349	0.0480060524286678	0.0779422268093308	11	15	1	3	9.25	12.17	1.25	3.52
NR_033828	1.8971579676914	1.40495556161573	1.00019514275995	0.317216079407308	0.418946348849949	1	1	1	4	0.84	0.81	1.25	4.69
NR_033829	2.22708006369293	1.67189976349756	1.23463456089125	0.216966540398598	0.301801647638913	1	1	3	3	0.84	0.81	3.74	3.52
NR_033830	1.31089991312017	0.797366326295711	0.537133775067323	0.59117521211006	0.684022803209098	1	1	1	2	0.84	0.81	1.25	2.35
NR_033834	37.651182039554	-0.268999508193606	-0.631494489907459	0.527717250896019	0.639011875138078	49	51	16	41	41.2	41.39	19.94	48.07
NR_033838	3.64690262279638	0.82601922549107	0.746902647537642	0.455122327720859	0.563298647791409	4	2	3	5	3.36	1.62	3.74	5.86
NR_033839	15.0732949773862	-1.05557859031079	-1.65286829273619	0.098357671418605	0.149258845291161	20	30	5	11	16.82	24.35	6.23	12.9
NR_033840	7.01162314632303	-2.97259562106916	-2.65617292131906	0.00790330766700687	0.0147280657568745	16	15	1	1	13.45	12.17	1.25	1.17
NR_033841	7.96115293012839	-2.65335737885623	-2.65184799307252	0.00800525725269009	0.0148983468800187	20	14	2	1	16.82	11.36	2.49	1.17
NR_033842	10.4712448586833	3.25648990050441	3.61766166886071	0.000297276642512873	0.000659374567849799	3	1	14	18	2.52	0.81	17.45	21.11
NR_033844	1.32929644747812	0.812204616761749	0.548298104706253	0.58348722857444	0.684022803209098	1	1	2	1	0.84	0.81	2.49	1.17
NR_033847	6.12974009019573	3.27785391400496	2.85052945656132	0.0043646507353868	0.00843315249248631	1	1	8	11	0.84	0.81	9.97	12.9
NR_033848	1.31089991312017	0.797366326295711	0.537133775067323	0.59117521211006	0.684022803209098	1	1	1	2	0.84	0.81	1.25	2.35
NR_033849	19.1102149413874	-3.64066173274928	-4.46732094285873	7.92052574212124e-06	2.03793102484283e-05	34	53	2	2	28.59	43.01	2.49	2.35
NR_033850	2.14417514022074	1.0207020693241	0.771322608221041	0.440515734955589	0.549006768677535	2	1	3	2	1.68	0.81	3.74	2.35
NR_033851	7.27943070158141	0.405164715014781	0.480947501538247	0.630553811082324	0.721901570533131	8	7	4	10	6.73	5.68	4.98	11.73
NR_033852	5.74637422871643	2.69062813336812	2.51661851488893	0.0118487043228071	0.0214510377489708	1	2	8	9	0.84	1.62	9.97	10.55
NR_033854	65.0908974945207	1.01361361611618	3.29438177247463	0.000986384291581896	0.0020645908884761	47	57	78	66	39.52	46.26	97.2	77.39
NR_033857	1.31089991312017	0.797366326295711	0.537133775067323	0.59117521211006	0.684022803209098	1	1	1	2	0.84	0.81	1.25	2.35
NR_033858	2.32133888823322	0.706398832978553	0.550155198880567	0.582212929115409	0.684022803209098	1	3	2	3	0.84	2.43	2.49	3.52
NR_033859	4.69384538919371	1.61351050666589	1.54099733534394	0.12331743451018	0.183246952523447	2	3	8	4	1.68	2.43	9.97	4.69
NR_033861	5.309853879191	1.03546576378039	1.06749323863826	0.285749165221819	0.383810240139065	3	5	8	4	2.52	4.06	9.97	4.69
NR_033862	11.883156952202	4.27631062165694	4.02531349485124	5.68994620071339e-05	0.000135394241468564	1	1	18	20	0.84	0.81	22.43	23.45
NR_033863	2.5386056253365	1.88189264021758	1.42067663567257	0.155410787906905	0.225373485367473	1	1	4	3	0.84	0.81	4.98	3.52
NR_033864	3.98055743171287	1.00463289079803	0.928411080888826	0.353194372775235	0.458285358726502	2	4	6	3	1.68	3.25	7.48	3.52
NR_033867	1.93395103640731	1.4368607901808	1.03402994063272	0.30112216639215	0.400920126626407	1	1	3	2	0.84	0.81	3.74	2.35
NR_033868	3.27489066238518	-0.660413883791546	-0.573303599445396	0.566439148693935	0.677539513384483	5	5	2	2	4.2	4.06	2.49	2.35
NR_033869	1.63377937583184	-0.575830132730246	-0.405911014028708	0.684807985058211	0.768429535852837	2	3	1	1	1.68	2.43	1.25	1.17
NR_033870	1.63377937583184	-0.575830132730246	-0.405911014028708	0.684807985058211	0.768429535852837	2	3	1	1	1.68	2.43	1.25	1.17
NR_033871	2.68461061746734	-0.209101645608622	-0.169104731753278	0.865714263132596	0.912788465900352	5	2	3	1	4.2	1.62	3.74	1.17
NR_033872	36.7722121037556	0.721111097510538	1.82373852755474	0.0681916112583204	0.107334781080329	30	37	37	39	25.23	30.03	46.11	45.73
NR_033873	6.3142357489297	2.83931421230192	2.69271828338148	0.00708721255293857	0.0133043478912462	1	2	7	12	0.84	1.62	8.72	14.07
NR_033874	56.4956129979808	2.10186243367314	6.07453473098937	1.24347721999645e-09	4.22081079207217e-09	24	27	77	75	20.18	21.91	95.95	87.94
NR_033875	1.74974465510498	0.10254487778036	0.0740009538727943	0.941009626262833	0.972247247152633	3	1	2	1	2.52	0.81	2.49	1.17
NR_033876	3.98515797692277	-1.52541847879969	-1.33570718108968	0.181645001282506	0.258317225956626	6	9	1	2	5.05	7.3	1.25	2.35
NR_033877	1.5137921062121	0.404292031217205	0.282721642389667	0.777390224591714	0.846161412919638	1	2	1	2	0.84	1.62	1.25	2.35
NR_033879	2.45598997929596	-0.0341185545727797	-0.0272407316093606	0.978267728622829	0.990471779176035	4	2	2	2	3.36	1.62	2.49	2.35
NR_033880	2.57568797148406	0.46225482642194	0.370337238756449	0.711131230616017	0.792543840448669	3	2	4	1	2.52	1.62	4.98	1.17
NR_033882	4.23908426763353	-0.728598580732474	-0.662621633554559	0.507572911287424	0.617340463028771	11	2	3	2	9.25	1.62	3.74	2.35
NR_033883	1.31089991312017	0.797366326295711	0.537133775067323	0.59117521211006	0.684022803209098	1	1	1	2	0.84	0.81	1.25	2.35
NR_033884	96.7687441983714	0.759986689533118	2.98450248316768	0.00284039895937425	0.00560943407446189	74	100	93	109	62.23	81.16	115.89	127.8
NR_033885	10.1161034165539	-1.13235634426147	-1.45338236774805	0.146117619289902	0.213442585941676	19	15	8	2	15.98	12.17	9.97	2.35
NR_033886	2.74178709586008	0.235326788388794	0.195710871841736	0.844836474473986	0.895440988323629	3	3	2	3	2.52	2.43	2.49	3.52
NR_033887	3.63928143464324	1.9451048730695	1.65532635639061	0.0978583154070021	0.148619630792175	1	2	5	5	0.84	1.62	6.23	5.86
NR_033888	1.22066307892648	-0.0210806190976561	-0.0141016536678546	0.98874888115114	0.990471779176035	1	2	1	1	0.84	1.62	1.25	1.17
NR_033890	4.461781315539	0.93261888307726	0.902419866021389	0.366833871936977	0.473431977202332	5	2	4	6	4.2	1.62	4.98	7.04
NR_033892	1.53218864057006	0.418326174086543	0.293192400993813	0.769375092134664	0.841723874307562	1	2	2	1	0.84	1.62	2.49	1.17
NR_033893	4.37096592648203	2.74497783418718	2.26492994147186	0.0235169790490682	0.0403407197968405	1	1	8	5	0.84	0.81	9.97	5.86
NR_033895	1.91555450204936	1.42656393518652	1.02529775841695	0.305222713161448	0.404962436336546	1	1	2	3	0.84	0.81	2.49	3.52
NR_033896	44.0055210273411	-2.60398965160778	-5.89355544119502	3.7797320389097e-09	1.24649900908704e-08	88	96	9	11	74	77.91	11.21	12.9
NR_033897	3.68800695929054	-0.896197282060691	-0.802450628285538	0.422292336862617	0.531483712571173	6	6	2	2	5.05	4.87	2.49	2.35
NR_033899	1.62242547476374	1.15081846058349	0.804405915989983	0.421162585650002	0.530342559528289	1	1	2	2	0.84	0.81	2.49	2.35
NR_033900	1.32929644747812	0.812204616761749	0.548298104706253	0.58348722857444	0.684022803209098	1	1	2	1	0.84	0.81	2.49	1.17
NR_033901	1.5137921062121	0.404292031217205	0.282721642389667	0.777390224591714	0.846161412919638	1	2	1	2	0.84	1.62	1.25	2.35
NR_033902	5.43041970367403	-0.580494508067179	-0.611434324242941	0.540912084935587	0.652455908664853	8	8	4	3	6.73	6.49	4.98	3.52
NR_033903	2.03956376201571	-0.968544492028446	-0.707238114593511	0.479418516300871	0.587899627196697	2	5	1	1	1.68	4.06	1.25	1.17
NR_033904	13.3446624026629	1.31478563904066	2.01156388128123	0.0442659300204906	0.072307988050646	10	8	13	19	8.41	6.49	16.2	22.28
NR_033905	1.22066307892648	-0.0210806190976561	-0.0141016536678546	0.98874888115114	0.990471779176035	1	2	1	1	0.84	1.62	1.25	1.17
